Comunidad autónoma;Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
País Vasco;varones;de 20 a 24 años;tasas de empleo;1996TII;31,13
País Vasco;varones;de 20 a 24 años;tasas de empleo;1996TI;31,83
País Vasco;varones;de 25 a 54 años;tasas de actividad;2001TIV;93,73
País Vasco;varones;de 25 a 54 años;tasas de actividad;2001TIII;93,43
País Vasco;varones;de 25 a 54 años;tasas de actividad;2001TII;93,47
País Vasco;varones;de 25 a 54 años;tasas de actividad;2001TI;93,33
País Vasco;varones;de 25 a 54 años;tasas de actividad;2000TIV;94,21
País Vasco;varones;de 25 a 54 años;tasas de actividad;2000TIII;95,15
País Vasco;varones;de 25 a 54 años;tasas de actividad;2000TII;95,11
País Vasco;varones;de 25 a 54 años;tasas de actividad;2000TI;94,99
País Vasco;varones;de 25 a 54 años;tasas de actividad;1999TIV;94,75
País Vasco;varones;de 25 a 54 años;tasas de actividad;1999TIII;94,27
País Vasco;varones;de 25 a 54 años;tasas de actividad;1999TII;94,16
País Vasco;varones;de 25 a 54 años;tasas de actividad;1999TI;94,11
País Vasco;varones;de 25 a 54 años;tasas de actividad;1998TIV;93,89
País Vasco;varones;de 25 a 54 años;tasas de actividad;1998TIII;94,05
País Vasco;varones;de 25 a 54 años;tasas de actividad;1998TII;93,53
País Vasco;varones;de 25 a 54 años;tasas de actividad;1998TI;93,57
País Vasco;varones;de 25 a 54 años;tasas de actividad;1997TIV;93,46
País Vasco;varones;de 25 a 54 años;tasas de actividad;1997TIII;92,88
País Vasco;varones;de 25 a 54 años;tasas de actividad;1997TII;93,74
País Vasco;varones;de 25 a 54 años;tasas de actividad;1997TI;93,97
País Vasco;varones;de 25 a 54 años;tasas de actividad;1996TIV;93,79
País Vasco;varones;de 25 a 54 años;tasas de actividad;1996TIII;94,19
País Vasco;varones;de 25 a 54 años;tasas de actividad;1996TII;93,72
País Vasco;varones;de 25 a 54 años;tasas de actividad;1996TI;93,96
País Vasco;varones;de 25 a 54 años;tasas de paro;2001TIV;5,02
País Vasco;varones;de 25 a 54 años;tasas de paro;2001TIII;4,46
País Vasco;varones;de 25 a 54 años;tasas de paro;2001TII;5,12
País Vasco;varones;de 25 a 54 años;tasas de paro;2001TI;5,53
País Vasco;varones;de 25 a 54 años;tasas de paro;2000TIV;5,71
País Vasco;varones;de 25 a 54 años;tasas de paro;2000TIII;6,15
País Vasco;varones;de 25 a 54 años;tasas de paro;2000TII;6,15
País Vasco;varones;de 25 a 54 años;tasas de paro;2000TI;6,38
País Vasco;varones;de 25 a 54 años;tasas de paro;1999TIV;7,84
País Vasco;varones;de 25 a 54 años;tasas de paro;1999TIII;7,86
País Vasco;varones;de 25 a 54 años;tasas de paro;1999TII;7,78
País Vasco;varones;de 25 a 54 años;tasas de paro;1999TI;7,89
País Vasco;varones;de 25 a 54 años;tasas de paro;1998TIV;9,03
País Vasco;varones;de 25 a 54 años;tasas de paro;1998TIII;9,67
País Vasco;varones;de 25 a 54 años;tasas de paro;1998TII;10,33
País Vasco;varones;de 25 a 54 años;tasas de paro;1998TI;11,82
País Vasco;varones;de 25 a 54 años;tasas de paro;1997TIV;12,49
País Vasco;varones;de 25 a 54 años;tasas de paro;1997TIII;11,10
País Vasco;varones;de 25 a 54 años;tasas de paro;1997TII;11,44
País Vasco;varones;de 25 a 54 años;tasas de paro;1997TI;11,24
País Vasco;varones;de 25 a 54 años;tasas de paro;1996TIV;11,73
País Vasco;varones;de 25 a 54 años;tasas de paro;1996TIII;12,69
País Vasco;varones;de 25 a 54 años;tasas de paro;1996TII;13,45
País Vasco;varones;de 25 a 54 años;tasas de paro;1996TI;13,21
País Vasco;varones;de 25 a 54 años;tasas de empleo;2001TIV;89,03
País Vasco;varones;de 25 a 54 años;tasas de empleo;2001TIII;89,26
País Vasco;varones;de 25 a 54 años;tasas de empleo;2001TII;88,69
País Vasco;varones;de 25 a 54 años;tasas de empleo;2001TI;88,17
País Vasco;varones;de 25 a 54 años;tasas de empleo;2000TIV;88,84
País Vasco;varones;de 25 a 54 años;tasas de empleo;2000TIII;89,30
País Vasco;varones;de 25 a 54 años;tasas de empleo;2000TII;89,27
País Vasco;varones;de 25 a 54 años;tasas de empleo;2000TI;88,94
País Vasco;varones;de 25 a 54 años;tasas de empleo;1999TIV;87,33
País Vasco;varones;de 25 a 54 años;tasas de empleo;1999TIII;86,86
País Vasco;varones;de 25 a 54 años;tasas de empleo;1999TII;86,83
País Vasco;varones;de 25 a 54 años;tasas de empleo;1999TI;86,68
País Vasco;varones;de 25 a 54 años;tasas de empleo;1998TIV;85,41
País Vasco;varones;de 25 a 54 años;tasas de empleo;1998TIII;84,95
País Vasco;varones;de 25 a 54 años;tasas de empleo;1998TII;83,87
País Vasco;varones;de 25 a 54 años;tasas de empleo;1998TI;82,51
País Vasco;varones;de 25 a 54 años;tasas de empleo;1997TIV;81,79
País Vasco;varones;de 25 a 54 años;tasas de empleo;1997TIII;82,58
País Vasco;varones;de 25 a 54 años;tasas de empleo;1997TII;83,02
País Vasco;varones;de 25 a 54 años;tasas de empleo;1997TI;83,41
País Vasco;varones;de 25 a 54 años;tasas de empleo;1996TIV;82,79
País Vasco;varones;de 25 a 54 años;tasas de empleo;1996TIII;82,25
País Vasco;varones;de 25 a 54 años;tasas de empleo;1996TII;81,11
País Vasco;varones;de 25 a 54 años;tasas de empleo;1996TI;81,55
País Vasco;varones;de 55 y más años;tasas de actividad;2001TIV;26,03
País Vasco;varones;de 55 y más años;tasas de actividad;2001TIII;25,46
País Vasco;varones;de 55 y más años;tasas de actividad;2001TII;24,79
País Vasco;varones;de 55 y más años;tasas de actividad;2001TI;23,12
País Vasco;varones;de 55 y más años;tasas de actividad;2000TIV;23,56
País Vasco;varones;de 55 y más años;tasas de actividad;2000TIII;23,49
País Vasco;varones;de 55 y más años;tasas de actividad;2000TII;24,14
País Vasco;varones;de 55 y más años;tasas de actividad;2000TI;22,90
País Vasco;varones;de 55 y más años;tasas de actividad;1999TIV;23,05
País Vasco;varones;de 55 y más años;tasas de actividad;1999TIII;23,15
País Vasco;varones;de 55 y más años;tasas de actividad;1999TII;23,25
País Vasco;varones;de 55 y más años;tasas de actividad;1999TI;23,96
País Vasco;varones;de 55 y más años;tasas de actividad;1998TIV;23,44
País Vasco;varones;de 55 y más años;tasas de actividad;1998TIII;24,31
País Vasco;varones;de 55 y más años;tasas de actividad;1998TII;23,61
País Vasco;varones;de 55 y más años;tasas de actividad;1998TI;23,08
País Vasco;varones;de 55 y más años;tasas de actividad;1997TIV;23,39
País Vasco;varones;de 55 y más años;tasas de actividad;1997TIII;22,78
País Vasco;varones;de 55 y más años;tasas de actividad;1997TII;22,60
País Vasco;varones;de 55 y más años;tasas de actividad;1997TI;22,15
País Vasco;varones;de 55 y más años;tasas de actividad;1996TIV;22,61
País Vasco;varones;de 55 y más años;tasas de actividad;1996TIII;22,99
País Vasco;varones;de 55 y más años;tasas de actividad;1996TII;22,46
País Vasco;varones;de 55 y más años;tasas de actividad;1996TI;22,62
País Vasco;varones;de 55 y más años;tasas de paro;2001TIV;3,36
País Vasco;varones;de 55 y más años;tasas de paro;2001TIII;5,10
País Vasco;varones;de 55 y más años;tasas de paro;2001TII;4,77
País Vasco;varones;de 55 y más años;tasas de paro;2001TI;4,85
País Vasco;varones;de 55 y más años;tasas de paro;2000TIV;5,78
País Vasco;varones;de 55 y más años;tasas de paro;2000TIII;4,93
País Vasco;varones;de 55 y más años;tasas de paro;2000TII;6,45
País Vasco;varones;de 55 y más años;tasas de paro;2000TI;3,98
País Vasco;varones;de 55 y más años;tasas de paro;1999TIV;5,13
País Vasco;varones;de 55 y más años;tasas de paro;1999TIII;5,23
País Vasco;varones;de 55 y más años;tasas de paro;1999TII;4,92
País Vasco;varones;de 55 y más años;tasas de paro;1999TI;5,13
País Vasco;varones;de 55 y más años;tasas de paro;1998TIV;5,86
País Vasco;varones;de 55 y más años;tasas de paro;1998TIII;6,01
País Vasco;varones;de 55 y más años;tasas de paro;1998TII;6,59
País Vasco;varones;de 55 y más años;tasas de paro;1998TI;6,23
País Vasco;varones;de 55 y más años;tasas de paro;1997TIV;9,68
País Vasco;varones;de 55 y más años;tasas de paro;1997TIII;9,68
País Vasco;varones;de 55 y más años;tasas de paro;1997TII;9,42
País Vasco;varones;de 55 y más años;tasas de paro;1997TI;8,79
País Vasco;varones;de 55 y más años;tasas de paro;1996TIV;8,91
País Vasco;varones;de 55 y más años;tasas de paro;1996TIII;7,72
País Vasco;varones;de 55 y más años;tasas de paro;1996TII;8,41
País Vasco;varones;de 55 y más años;tasas de paro;1996TI;8,07
País Vasco;varones;de 55 y más años;tasas de empleo;2001TIV;25,16
País Vasco;varones;de 55 y más años;tasas de empleo;2001TIII;24,16
País Vasco;varones;de 55 y más años;tasas de empleo;2001TII;23,61
País Vasco;varones;de 55 y más años;tasas de empleo;2001TI;22,00
País Vasco;varones;de 55 y más años;tasas de empleo;2000TIV;22,20
País Vasco;varones;de 55 y más años;tasas de empleo;2000TIII;22,34
País Vasco;varones;de 55 y más años;tasas de empleo;2000TII;22,58
País Vasco;varones;de 55 y más años;tasas de empleo;2000TI;21,99
País Vasco;varones;de 55 y más años;tasas de empleo;1999TIV;21,87
País Vasco;varones;de 55 y más años;tasas de empleo;1999TIII;21,94
País Vasco;varones;de 55 y más años;tasas de empleo;1999TII;22,10
País Vasco;varones;de 55 y más años;tasas de empleo;1999TI;22,73
País Vasco;varones;de 55 y más años;tasas de empleo;1998TIV;22,06
País Vasco;varones;de 55 y más años;tasas de empleo;1998TIII;22,85
País Vasco;varones;de 55 y más años;tasas de empleo;1998TII;22,05
País Vasco;varones;de 55 y más años;tasas de empleo;1998TI;21,64
País Vasco;varones;de 55 y más años;tasas de empleo;1997TIV;21,12
País Vasco;varones;de 55 y más años;tasas de empleo;1997TIII;20,57
País Vasco;varones;de 55 y más años;tasas de empleo;1997TII;20,47
País Vasco;varones;de 55 y más años;tasas de empleo;1997TI;20,20
País Vasco;varones;de 55 y más años;tasas de empleo;1996TIV;20,60
País Vasco;varones;de 55 y más años;tasas de empleo;1996TIII;21,22
País Vasco;varones;de 55 y más años;tasas de empleo;1996TII;20,57
País Vasco;varones;de 55 y más años;tasas de empleo;1996TI;20,80
País Vasco;mujeres;total;tasas de actividad;2001TIV;43,18
País Vasco;mujeres;total;tasas de actividad;2001TIII;42,80
País Vasco;mujeres;total;tasas de actividad;2001TII;42,39
País Vasco;mujeres;total;tasas de actividad;2001TI;42,88
País Vasco;mujeres;total;tasas de actividad;2000TIV;43,08
País Vasco;mujeres;total;tasas de actividad;2000TIII;41,76
País Vasco;mujeres;total;tasas de actividad;2000TII;42,12
País Vasco;mujeres;total;tasas de actividad;2000TI;41,47
País Vasco;mujeres;total;tasas de actividad;1999TIV;41,96
País Vasco;mujeres;total;tasas de actividad;1999TIII;41,34
País Vasco;mujeres;total;tasas de actividad;1999TII;41,31
País Vasco;mujeres;total;tasas de actividad;1999TI;41,17
País Vasco;mujeres;total;tasas de actividad;1998TIV;40,52
País Vasco;mujeres;total;tasas de actividad;1998TIII;41,09
País Vasco;mujeres;total;tasas de actividad;1998TII;40,92
País Vasco;mujeres;total;tasas de actividad;1998TI;40,56
País Vasco;mujeres;total;tasas de actividad;1997TIV;41,34
País Vasco;mujeres;total;tasas de actividad;1997TIII;40,96
País Vasco;mujeres;total;tasas de actividad;1997TII;40,69
País Vasco;mujeres;total;tasas de actividad;1997TI;40,36
País Vasco;mujeres;total;tasas de actividad;1996TIV;40,01
País Vasco;mujeres;total;tasas de actividad;1996TIII;40,12
País Vasco;mujeres;total;tasas de actividad;1996TII;39,49
País Vasco;mujeres;total;tasas de actividad;1996TI;38,93
País Vasco;mujeres;total;tasas de paro;2001TIV;14,99
País Vasco;mujeres;total;tasas de paro;2001TIII;13,82
País Vasco;mujeres;total;tasas de paro;2001TII;14,66
País Vasco;mujeres;total;tasas de paro;2001TI;16,15
País Vasco;mujeres;total;tasas de paro;2000TIV;18,94
País Vasco;mujeres;total;tasas de paro;2000TIII;18,77
País Vasco;mujeres;total;tasas de paro;2000TII;18,28
País Vasco;mujeres;total;tasas de paro;2000TI;19,75
País Vasco;mujeres;total;tasas de paro;1999TIV;20,86
País Vasco;mujeres;total;tasas de paro;1999TIII;21,40
País Vasco;mujeres;total;tasas de paro;1999TII;21,13
País Vasco;mujeres;total;tasas de paro;1999TI;21,23
País Vasco;mujeres;total;tasas de paro;1998TIV;23,51
País Vasco;mujeres;total;tasas de paro;1998TIII;24,47
País Vasco;mujeres;total;tasas de paro;1998TII;26,00
País Vasco;mujeres;total;tasas de paro;1998TI;25,77
País Vasco;mujeres;total;tasas de paro;1997TIV;26,72
País Vasco;mujeres;total;tasas de paro;1997TIII;26,61
País Vasco;mujeres;total;tasas de paro;1997TII;25,90
País Vasco;mujeres;total;tasas de paro;1997TI;27,15
País Vasco;mujeres;total;tasas de paro;1996TIV;26,84
País Vasco;mujeres;total;tasas de paro;1996TIII;27,89
País Vasco;mujeres;total;tasas de paro;1996TII;28,12
País Vasco;mujeres;total;tasas de paro;1996TI;30,14
País Vasco;mujeres;total;tasas de empleo;2001TIV;36,71
País Vasco;mujeres;total;tasas de empleo;2001TIII;36,88
País Vasco;mujeres;total;tasas de empleo;2001TII;36,18
País Vasco;mujeres;total;tasas de empleo;2001TI;35,96
País Vasco;mujeres;total;tasas de empleo;2000TIV;34,92
País Vasco;mujeres;total;tasas de empleo;2000TIII;33,92
País Vasco;mujeres;total;tasas de empleo;2000TII;34,42
País Vasco;mujeres;total;tasas de empleo;2000TI;33,28
País Vasco;mujeres;total;tasas de empleo;1999TIV;33,20
País Vasco;mujeres;total;tasas de empleo;1999TIII;32,49
País Vasco;mujeres;total;tasas de empleo;1999TII;32,59
País Vasco;mujeres;total;tasas de empleo;1999TI;32,43
País Vasco;mujeres;total;tasas de empleo;1998TIV;30,99
País Vasco;mujeres;total;tasas de empleo;1998TIII;31,03
País Vasco;mujeres;total;tasas de empleo;1998TII;30,28
País Vasco;mujeres;total;tasas de empleo;1998TI;30,11
País Vasco;mujeres;total;tasas de empleo;1997TIV;30,29
País Vasco;mujeres;total;tasas de empleo;1997TIII;30,06
País Vasco;mujeres;total;tasas de empleo;1997TII;30,15
País Vasco;mujeres;total;tasas de empleo;1997TI;29,41
País Vasco;mujeres;total;tasas de empleo;1996TIV;29,27
País Vasco;mujeres;total;tasas de empleo;1996TIII;28,93
País Vasco;mujeres;total;tasas de empleo;1996TII;28,38
País Vasco;mujeres;total;tasas de empleo;1996TI;27,20
País Vasco;mujeres;menores de 25 años;tasas de actividad;2001TIV;40,03
País Vasco;mujeres;menores de 25 años;tasas de actividad;2001TIII;36,00
País Vasco;mujeres;menores de 25 años;tasas de actividad;2001TII;37,90
País Vasco;mujeres;menores de 25 años;tasas de actividad;2001TI;36,48
País Vasco;mujeres;menores de 25 años;tasas de actividad;2000TIV;37,49
País Vasco;mujeres;menores de 25 años;tasas de actividad;2000TIII;37,79
País Vasco;mujeres;menores de 25 años;tasas de actividad;2000TII;35,48
País Vasco;mujeres;menores de 25 años;tasas de actividad;2000TI;35,57
País Vasco;mujeres;menores de 25 años;tasas de actividad;1999TIV;36,75
País Vasco;mujeres;menores de 25 años;tasas de actividad;1999TIII;36,75
País Vasco;mujeres;menores de 25 años;tasas de actividad;1999TII;35,06
País Vasco;mujeres;menores de 25 años;tasas de actividad;1999TI;35,56
País Vasco;mujeres;menores de 25 años;tasas de actividad;1998TIV;35,39
País Vasco;mujeres;menores de 25 años;tasas de actividad;1998TIII;38,87
País Vasco;mujeres;menores de 25 años;tasas de actividad;1998TII;36,13
País Vasco;mujeres;menores de 25 años;tasas de actividad;1998TI;34,13
País Vasco;mujeres;menores de 25 años;tasas de actividad;1997TIV;36,78
País Vasco;mujeres;menores de 25 años;tasas de actividad;1997TIII;36,04
País Vasco;mujeres;menores de 25 años;tasas de actividad;1997TII;34,26
País Vasco;mujeres;menores de 25 años;tasas de actividad;1997TI;33,55
País Vasco;mujeres;menores de 25 años;tasas de actividad;1996TIV;35,66
País Vasco;mujeres;menores de 25 años;tasas de actividad;1996TIII;35,00
País Vasco;mujeres;menores de 25 años;tasas de actividad;1996TII;33,58
País Vasco;mujeres;menores de 25 años;tasas de actividad;1996TI;34,19
País Vasco;mujeres;menores de 25 años;tasas de paro;2001TIV;25,31
País Vasco;mujeres;menores de 25 años;tasas de paro;2001TIII;21,26
País Vasco;mujeres;menores de 25 años;tasas de paro;2001TII;29,64
País Vasco;mujeres;menores de 25 años;tasas de paro;2001TI;25,04
País Vasco;mujeres;menores de 25 años;tasas de paro;2000TIV;34,22
País Vasco;mujeres;menores de 25 años;tasas de paro;2000TIII;32,83
País Vasco;mujeres;menores de 25 años;tasas de paro;2000TII;30,22
País Vasco;mujeres;menores de 25 años;tasas de paro;2000TI;32,84
País Vasco;mujeres;menores de 25 años;tasas de paro;1999TIV;39,86
País Vasco;mujeres;menores de 25 años;tasas de paro;1999TIII;38,29
País Vasco;mujeres;menores de 25 años;tasas de paro;1999TII;37,91
País Vasco;mujeres;menores de 25 años;tasas de paro;1999TI;37,84
País Vasco;mujeres;menores de 25 años;tasas de paro;1998TIV;41,13
País Vasco;mujeres;menores de 25 años;tasas de paro;1998TIII;41,14
País Vasco;mujeres;menores de 25 años;tasas de paro;1998TII;47,28
País Vasco;mujeres;menores de 25 años;tasas de paro;1998TI;47,47
País Vasco;mujeres;menores de 25 años;tasas de paro;1997TIV;48,10
País Vasco;mujeres;menores de 25 años;tasas de paro;1997TIII;46,45
País Vasco;mujeres;menores de 25 años;tasas de paro;1997TII;45,56
País Vasco;mujeres;menores de 25 años;tasas de paro;1997TI;49,43
País Vasco;mujeres;menores de 25 años;tasas de paro;1996TIV;47,94
País Vasco;mujeres;menores de 25 años;tasas de paro;1996TIII;49,10
País Vasco;mujeres;menores de 25 años;tasas de paro;1996TII;53,43
País Vasco;mujeres;menores de 25 años;tasas de paro;1996TI;54,82
País Vasco;mujeres;menores de 25 años;tasas de empleo;2001TIV;29,90
País Vasco;mujeres;menores de 25 años;tasas de empleo;2001TIII;28,35
País Vasco;mujeres;menores de 25 años;tasas de empleo;2001TII;26,67
País Vasco;mujeres;menores de 25 años;tasas de empleo;2001TI;27,35
País Vasco;mujeres;menores de 25 años;tasas de empleo;2000TIV;24,66
País Vasco;mujeres;menores de 25 años;tasas de empleo;2000TIII;25,38
País Vasco;mujeres;menores de 25 años;tasas de empleo;2000TII;24,76
País Vasco;mujeres;menores de 25 años;tasas de empleo;2000TI;23,89
País Vasco;mujeres;menores de 25 años;tasas de empleo;1999TIV;22,10
País Vasco;mujeres;menores de 25 años;tasas de empleo;1999TIII;22,68
País Vasco;mujeres;menores de 25 años;tasas de empleo;1999TII;21,76
País Vasco;mujeres;menores de 25 años;tasas de empleo;1999TI;22,11
País Vasco;mujeres;menores de 25 años;tasas de empleo;1998TIV;20,83
País Vasco;mujeres;menores de 25 años;tasas de empleo;1998TIII;22,88
País Vasco;mujeres;menores de 25 años;tasas de empleo;1998TII;19,05
País Vasco;mujeres;menores de 25 años;tasas de empleo;1998TI;17,93
País Vasco;mujeres;menores de 25 años;tasas de empleo;1997TIV;19,09
País Vasco;mujeres;menores de 25 años;tasas de empleo;1997TIII;19,30
País Vasco;mujeres;menores de 25 años;tasas de empleo;1997TII;18,65
País Vasco;mujeres;menores de 25 años;tasas de empleo;1997TI;16,97
País Vasco;mujeres;menores de 25 años;tasas de empleo;1996TIV;18,57
País Vasco;mujeres;menores de 25 años;tasas de empleo;1996TIII;17,82
País Vasco;mujeres;menores de 25 años;tasas de empleo;1996TII;15,64
País Vasco;mujeres;menores de 25 años;tasas de empleo;1996TI;15,45
País Vasco;mujeres;de 25 y más años;tasas de actividad;2001TIV;43,64
País Vasco;mujeres;de 25 y más años;tasas de actividad;2001TIII;43,80
País Vasco;mujeres;de 25 y más años;tasas de actividad;2001TII;43,07
País Vasco;mujeres;de 25 y más años;tasas de actividad;2001TI;43,86
País Vasco;mujeres;de 25 y más años;tasas de actividad;2000TIV;43,94
País Vasco;mujeres;de 25 y más años;tasas de actividad;2000TIII;42,39
País Vasco;mujeres;de 25 y más años;tasas de actividad;2000TII;43,18
País Vasco;mujeres;de 25 y más años;tasas de actividad;2000TI;42,42
País Vasco;mujeres;de 25 y más años;tasas de actividad;1999TIV;42,81
País Vasco;mujeres;de 25 y más años;tasas de actividad;1999TIII;42,10
País Vasco;mujeres;de 25 y más años;tasas de actividad;1999TII;42,37
País Vasco;mujeres;de 25 y más años;tasas de actividad;1999TI;42,13
País Vasco;mujeres;de 25 y más años;tasas de actividad;1998TIV;41,41
País Vasco;mujeres;de 25 y más años;tasas de actividad;1998TIII;41,48
País Vasco;mujeres;de 25 y más años;tasas de actividad;1998TII;41,78
País Vasco;mujeres;de 25 y más años;tasas de actividad;1998TI;41,72
País Vasco;mujeres;de 25 y más años;tasas de actividad;1997TIV;42,17
País Vasco;mujeres;de 25 y más años;tasas de actividad;1997TIII;41,87
País Vasco;mujeres;de 25 y más años;tasas de actividad;1997TII;41,89
País Vasco;mujeres;de 25 y más años;tasas de actividad;1997TI;41,65
País Vasco;mujeres;de 25 y más años;tasas de actividad;1996TIV;40,84
País Vasco;mujeres;de 25 y más años;tasas de actividad;1996TIII;41,10
País Vasco;mujeres;de 25 y más años;tasas de actividad;1996TII;40,64
País Vasco;mujeres;de 25 y más años;tasas de actividad;1996TI;39,86
País Vasco;mujeres;de 25 y más años;tasas de paro;2001TIV;13,62
País Vasco;mujeres;de 25 y más años;tasas de paro;2001TIII;12,91
País Vasco;mujeres;de 25 y más años;tasas de paro;2001TII;12,68
País Vasco;mujeres;de 25 y más años;tasas de paro;2001TI;15,03
País Vasco;mujeres;de 25 y más años;tasas de paro;2000TIV;16,93
País Vasco;mujeres;de 25 y más años;tasas de paro;2000TIII;16,81
País Vasco;mujeres;de 25 y más años;tasas de paro;2000TII;16,72
País Vasco;mujeres;de 25 y más años;tasas de paro;2000TI;17,97
País Vasco;mujeres;de 25 y más años;tasas de paro;1999TIV;18,18
País Vasco;mujeres;de 25 y más años;tasas de paro;1999TIII;18,94
País Vasco;mujeres;de 25 y más años;tasas de paro;1999TII;18,78
País Vasco;mujeres;de 25 y más años;tasas de paro;1999TI;18,83
País Vasco;mujeres;de 25 y más años;tasas de paro;1998TIV;20,90
País Vasco;mujeres;de 25 y más años;tasas de paro;1998TIII;21,73
País Vasco;mujeres;de 25 y más años;tasas de paro;1998TII;22,72
País Vasco;mujeres;de 25 y más años;tasas de paro;1998TI;22,57
País Vasco;mujeres;de 25 y más años;tasas de paro;1997TIV;23,32
País Vasco;mujeres;de 25 y más años;tasas de paro;1997TIII;23,46
País Vasco;mujeres;de 25 y más años;tasas de paro;1997TII;22,90
País Vasco;mujeres;de 25 y más años;tasas de paro;1997TI;23,76
País Vasco;mujeres;de 25 y más años;tasas de paro;1996TIV;23,33
País Vasco;mujeres;de 25 y más años;tasas de paro;1996TIII;24,41
País Vasco;mujeres;de 25 y más años;tasas de paro;1996TII;24,05
País Vasco;mujeres;de 25 y más años;tasas de paro;1996TI;25,97
País Vasco;mujeres;de 25 y más años;tasas de empleo;2001TIV;37,70
País Vasco;mujeres;de 25 y más años;tasas de empleo;2001TIII;38,14
País Vasco;mujeres;de 25 y más años;tasas de empleo;2001TII;37,60
País Vasco;mujeres;de 25 y más años;tasas de empleo;2001TI;37,27
País Vasco;mujeres;de 25 y más años;tasas de empleo;2000TIV;36,50
País Vasco;mujeres;de 25 y más años;tasas de empleo;2000TIII;35,27
País Vasco;mujeres;de 25 y más años;tasas de empleo;2000TII;35,96
País Vasco;mujeres;de 25 y más años;tasas de empleo;2000TI;34,80
País Vasco;mujeres;de 25 y más años;tasas de empleo;1999TIV;35,03
País Vasco;mujeres;de 25 y más años;tasas de empleo;1999TIII;34,13
País Vasco;mujeres;de 25 y más años;tasas de empleo;1999TII;34,41
País Vasco;mujeres;de 25 y más años;tasas de empleo;1999TI;34,19
País Vasco;mujeres;de 25 y más años;tasas de empleo;1998TIV;32,75
País Vasco;mujeres;de 25 y más años;tasas de empleo;1998TIII;32,47
País Vasco;mujeres;de 25 y más años;tasas de empleo;1998TII;32,28
País Vasco;mujeres;de 25 y más años;tasas de empleo;1998TI;32,31
País Vasco;mujeres;de 25 y más años;tasas de empleo;1997TIV;32,34
País Vasco;mujeres;de 25 y más años;tasas de empleo;1997TIII;32,05
País Vasco;mujeres;de 25 y más años;tasas de empleo;1997TII;32,30
País Vasco;mujeres;de 25 y más años;tasas de empleo;1997TI;31,75
País Vasco;mujeres;de 25 y más años;tasas de empleo;1996TIV;31,31
País Vasco;mujeres;de 25 y más años;tasas de empleo;1996TIII;31,07
País Vasco;mujeres;de 25 y más años;tasas de empleo;1996TII;30,86
País Vasco;mujeres;de 25 y más años;tasas de empleo;1996TI;29,51
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2001TIV;11,55
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2001TIII;12,45
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2001TII;11,87
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2001TI;9,26
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2000TIV;10,86
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2000TIII;11,76
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2000TII;11,38
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;2000TI;11,44
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1999TIV;12,02
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1999TIII;11,87
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1999TII;9,49
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1999TI;8,94
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1998TIV;6,94
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1998TIII;10,74
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1998TII;9,69
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1998TI;7,34
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1997TIV;10,11
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1997TIII;10,38
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1997TII;10,01
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1997TI;8,78
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1996TIV;10,98
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1996TIII;9,20
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1996TII;7,81
País Vasco;mujeres;de 16 a 19 años;tasas de actividad;1996TI;9,84
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2001TIV;57,05
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2001TIII;32,16
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2001TII;45,50
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2001TI;56,40
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2000TIV;44,51
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2000TIII;57,56
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2000TII;38,03
País Vasco;mujeres;de 16 a 19 años;tasas de paro;2000TI;47,98
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1999TIV;55,15
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1999TIII;56,16
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1999TII;65,64
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1999TI;43,90
País Vasco;mujeres;de 16 a 19 años;tasas de paro;1998TIV;68,98
